Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
26,2007-11-13,50.64598083496094,51.66504609402847,48.70490247943165,50.30629387791399,43830531
27,2007-11-14,49.982791900634766,52.24738381751477,49.72397876309187,51.53565317418142,36738579
28,2007-11-15,50.82392120361328,51.71358221377355,49.86955581936141,50.92097337682353,29242252
29,2007-11-16,50.46805191040039,51.61652154978415,49.885725753644834,50.59745626037046,18895294
30,2007-11-19,52.295894622802734,54.18844676342025,51.22830335780125,51.61651636874434,40716718
31,2007-11-20,51.48712158203125,53.54143062190732,50.85626928883412,52.08562168800057,26342171
32,2007-11-21,47.47555923461914,52.10179467749246,46.32708512962114,51.794459874015025,26814499
33,2007-11-22,45.84181594848633,48.882842542272904,43.85221129807327,46.974111777428554,34096185
34,2007-11-23,48.88283920288086,49.174000089990145,46.132973703948856,48.85048701810719,27664090
35,2007-11-26,49.27104949951172,50.694506058564414,48.882836467730044,50.694506058564414,20159123
36,2007-11-27,48.05788040161133,50.11218937819072,47.55643687277575,50.11218937819072,20573198
37,2007-11-28,47.34615707397461,49.33576636932726,47.022643938200545,49.10930541911432,16435311
38,2007-11-29,46.068275451660156,48.785784479902716,45.469775368624546,48.526975767851816,25530967
39,2007-11-30,47.847591400146484,48.13875226159133,46.262378365234376,46.90940445196801,18437721
40,2007-12-03,48.5269889831543,49.12548922917883,48.05789312839577,48.42993239875862,16851227
41,2007-12-04,47.896121978759766,49.254878643722,47.54025672003852,48.85048730152216,14008727
42,2007-12-05,49.804847717285156,49.98278253875476,47.879947581231576,47.976999747177295,27725290
43,2007-12-06,48.88283920288086,51.6488742123094,48.25198695753834,50.88861761579908,24104710
44,2007-12-07,48.67256164550781,49.88573590060455,47.799078814594786,49.190183538601296,11742386
45,2007-12-10,48.72107696533203,49.319572567934785,48.0902247938153,49.141642154392294,8330010
46,2007-12-11,48.49462127685547,49.432808298355596,48.251986475367836,49.15782131241758,11685950
47,2007-12-12,48.46227264404297,48.89901619631353,47.556437740607606,47.87995083296697,16342131
48,2007-12-13,47.653499603271484,49.17401320172101,47.47556912146332,48.526986885432365,14620172
49,2007-12-14,47.18439865112305,47.928481466907826,46.941763808831226,47.49173787319704,10991851
50,2007-12-17,44.33748245239258,47.71819615508278,43.67427795433336,47.45938303830577,19355678
51,2007-12-18,44.14337921142578,45.61536226751016,42.768448343769535,43.8360399681903,21607783
52,2007-12-19,43.3345947265625,45.95505198327339,42.96255550093888,45.566834468231896,19526912
53,2007-12-20,42.89784622192383,44.25660298152633,42.703737486562446,43.90073769801832,17105204
54,2007-12-24,44.20808029174805,44.90363262464139,43.18901044977422,43.544875760627974,16711519
55,2007-12-26,45.5506591796875,46.100633244594526,44.450715437801016,44.450715437801016,20930094
56,2007-12-27,45.87416076660156,47.13586075288208,45.485943361010726,46.48883466884833,44565277
57,2007-12-28,46.230045318603516,46.42415410255336,45.2918535941673,45.77712336007777,18354518
58,2007-12-31,46.56972885131836,46.84471590863475,46.00358083422556,46.585907141706365,11982308
59,2008-01-01,47.42702865600586,47.863772205170164,46.375611113315955,46.81235466248026,16687746
60,2008-01-02,47.16823196411133,47.78290611434081,46.47267952074827,47.42704074696746,13437280
61,2008-01-03,49.10930252075195,49.303411268345904,46.31091493904881,46.87706289324015,31815218
62,2008-01-04,48.85048294067383,50.46804816507431,48.52696989579374,49.82102207531412,28011310
63,2008-01-07,48.44607925415039,49.562196341006455,47.928457637035436,48.543131387642084,15858063
64,2008-01-08,46.796173095703125,49.173994795617425,46.23002528086288,48.49461654022386,13282666
65,2008-01-09,46.05210494995117,47.05499655756259,45.93887447381431,46.84471389498143,13113527
66,2008-01-10,44.9521598815918,47.55644320720231,44.644820653351026,46.26239068901402,18023003
67,2008-01-11,45.63154602050781,46.068289696576706,43.836045216208696,45.56684162852413,11629440
68,2008-01-14,46.32707595825195,46.812345498341635,44.984497774922396,45.71240208505693,10264240
69,2008-01-15,44.9197998046875,47.26526958212035,44.54776064861111,47.071165248812235,11558334
70,2008-01-16,43.99778747558594,44.968326711609436,42.881669986915085,44.596287548719154,14834065
71,2008-01-17,45.17863082885742,46.18152263005387,43.22137332905351,44.15956073484556,16169395
72,2008-01-18,43.07578659057617,44.855108848736755,42.70374297170948,44.80657836771744,13254156
73,2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
74,2008-01-22,32.15721130371094,33.968885612588906,25.541366393195094,32.221913487464356,58755707
75,2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
76,2008-01-24,35.829078674316406,38.36865696682665,34.130635180258324,37.67310479446436,29911930
77,2008-01-25,37.673118591308594,37.8510490768686,36.15260496079753,37.52753591190268,12550722
78,2008-01-28,38.07749938964844,38.36866027903639,34.130638126616915,37.15548624998083,13601109
79,2008-01-29,37.44664001464844,38.72451817062444,36.88049224213964,38.17454429358832,7679877
80,2008-01-30,35.37617111206055,37.68928915929557,34.90707530919857,37.5275325911263,9016102
81,2008-01-31,33.06306076049805,35.845275442795426,32.67484531956376,35.748221034070724,41538563
82,2008-02-01,34.211524963378906,34.45415982995708,33.32186378592559,33.62920084479848,9089201
83,2008-02-04,35.97465896606445,36.395226363649414,34.85853939883135,34.85853939883135,12009385
84,2008-02-05,37.09078598022461,37.57605564549223,35.262937785302036,36.03936837214476,14593303
85,2008-02-06,36.76726150512695,37.204004946454006,34.71295520686717,36.07170941082699,12429218
86,2008-02-07,35.03648376464844,37.51136070713484,34.81002499582351,36.265834187651755,11300078
87,2008-02-08,34.13063430786133,35.554090798435645,33.49978212816549,35.26292994162465,13514197
88,2008-02-11,31.720470428466797,34.61591478944772,31.380781192344376,34.61591478944772,15133331
89,2008-02-12,31.154314041137695,32.88510975319275,30.895503159807507,32.67482714621633,10237627
90,2008-02-13,30.70140266418457,32.10868340504269,30.070552525595502,31.704292009285115,10395753
91,2008-02-14,33.38655471801758,33.72624385545369,31.38077207561892,31.38077207561892,12514003
92,2008-02-15,34.34093475341797,34.61592185640997,32.36750331703438,33.25716463452521,12080990
93,2008-02-18,34.14682388305664,35.11736563729668,33.85566289255957,35.11736563729668,6977153
94,2008-02-19,33.7747802734375,34.842374091905114,33.51596931835991,34.76149580556611,7226542
95,2008-02-20,32.93364334106445,33.467441316859514,32.561604122692835,33.45126522172079,5604999
96,2008-02-21,33.160099029541016,33.72624691192104,32.755707684983854,33.46743601261176,3874365
97,2008-02-22,32.739540100097656,32.949822776325995,31.720472330620836,32.06016158711311,2691220
98,2008-02-25,33.01451873779297,33.41891011110396,32.22191208489615,33.12774919990549,6270186
99,2008-02-26,33.14392852783203,33.61302212785445,32.98217196272335,33.32186118824435,7139423
100,2008-02-27,35.08500671386719,36.81580061478634,33.629197652588985,33.629197652588985,43223132
101,2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
102,2008-02-29,35.55409240722656,36.55698374866786,34.97177066725502,35.84525547117563,16477462
103,2008-03-03,34.06593704223633,35.19823510586223,33.67772175428772,34.0012348599055,10049153
104,2008-03-04,33.19246292114258,34.42181356221929,32.35132988859016,34.292409155354115,11485198
105,2008-03-05,33.807132720947266,33.96888929484722,32.383673554249256,33.35421299764901,8581053
106,2008-03-07,32.076324462890625,33.32185049200185,30.733744087075667,33.32185049200185,14251925
107,2008-03-10,31.962533950805664,32.19014051717621,30.12542113035572,32.125110384653766,11713659
108,2008-03-11,34.59626388549805,34.921416666956674,30.95455317417813,31.70240280746623,19665129
109,2008-03-12,33.71834945678711,35.76681227763081,33.3931966980844,35.539205787555574,12262350
110,2008-03-13,29.084930419921875,33.16560158791613,28.28830632877622,32.840448717645735,47000084
111,2008-03-14,31.08460807800293,31.214668286265614,29.296268086434278,29.897799306002995,35798540
112,2008-03-17,29.865293502807617,30.4993410499321,29.231245955683136,30.4993410499321,19211273
113,2008-03-18,30.125417709350586,30.71069324575739,29.328791509891566,29.816520756049943,12632937
114,2008-03-19,30.30424690246582,33.75086498226322,30.109154356120353,31.539825679042536,16449023
115,2008-03-24,30.596881866455078,31.442279914905463,29.930318274994193,31.442279914905463,11636914
116,2008-03-25,31.751178741455078,31.946269097687008,30.824492382831902,31.393509780737897,13232423
117,2008-03-26,31.55609130859375,32.32020139199737,31.214680373347797,31.53983322499463,11448313
118,2008-03-27,32.12509536743164,32.433992211413084,31.08460711820804,31.08460711820804,17425122
119,2008-03-28,32.19013595581055,32.43400277711061,31.344739942644054,32.271424161216004,11599511
120,2008-03-31,31.962533950805664,32.33646107170671,31.5398347817838,32.19014051717621,9914705
121,2008-04-01,32.027565002441406,32.48278035333007,31.62112390615728,32.19014144095506,6034588
122,2008-04-02,32.547813415527344,33.49075816677869,32.19014433658989,32.19014433658989,6087024
123,2008-04-03,32.28767776489258,32.77540692967545,32.027555102658376,32.62908862125726,3883474
124,2008-04-04,32.12509536743164,32.4990223135365,31.507306089634717,32.4990223135365,5906537
125,2008-04-07,31.995044708251953,32.32019752095471,31.621117650593607,32.17387919625519,4088729
126,2008-04-08,31.18216323852539,32.011303366878636,30.954556706547788,31.94627103909903,5753811
127,2008-04-09,31.263452529907227,31.539831112242982,30.90578353502124,31.279710612417272,3776374
128,2008-04-10,31.881244659423828,32.1088512181236,31.10087868528634,31.21468086209426,7075297
129,2008-04-11,32.027565002441406,32.352717879468706,31.702412125414106,32.19014144095506,4012660
130,2008-04-15,32.51528549194336,32.67786187530141,31.27970453740551,31.83246379980622,6362785
131,2008-04-16,32.076324462890625,33.06804072144403,31.946262049016294,32.84043425351777,4725794
132,2008-04-17,33.31191635131836,34.076024191120204,32.20639538839693,32.56406438921229,14831167
133,2008-04-21,33.84840774536133,34.43368311862139,33.49074105426245,33.81589379439769,7639361
134,2008-04-22,34.40116500854492,34.79135003861072,33.4907391519461,33.81589187361226,8814769
135,2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
136,2008-04-24,33.21436309814453,34.85638501304485,32.921726489782756,34.79135490064038,8801780
137,2008-04-25,33.490745544433594,33.962216639824135,33.03553032416276,33.81589832816272,4095990
138,2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
139,2008-04-29,34.092281341552734,34.41743416791676,33.653326349011536,33.81590276219355,6497143
140,2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
141,2008-05-02,34.6287841796875,35.60424264051434,34.56375185156543,34.840132630833175,5658418
142,2008-05-05,34.46619415283203,35.27907588237215,34.238585504494544,35.08398338524939,7642293
143,2008-05-06,34.173580169677734,34.85640219930447,33.978489736273254,34.18983825706588,5061166
144,2008-05-07,33.68583297729492,34.36865464608522,33.16558989138716,34.14104815818287,4303106
145,2008-05-08,33.27939987182617,33.62081078664135,33.08430949556305,33.42571820529446,3642073
146,2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
147,2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
148,2008-05-13,33.181846618652344,33.42571119162431,32.9054680923341,33.23062085629672,5056766
149,2008-05-14,33.230628967285156,33.40946347213149,32.51529315298366,32.51529315298366,2982486
150,2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
151,2008-05-16,33.50700759887695,33.60455389300175,33.100566544260154,33.490751720759356,4422288
152,2008-05-20,33.44196701049805,33.57202943034217,33.100556190396574,33.16558850286021,3464912
153,2008-05-21,33.6533317565918,34.14106107450854,32.677873120758306,32.677873120758306,3419088
154,2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
155,2008-05-23,32.645355224609375,33.45823737815288,32.515294962076005,33.0030242542021,4417028
156,2008-05-26,32.40148162841797,32.59657417341238,30.88951991741965,30.88951991741965,2605807
157,2008-05-27,31.426023483276367,32.80792277004459,31.279705176282288,32.45025383731829,3316550
158,2008-05-28,32.580322265625,32.77541264249274,30.987072059911032,31.539831435328622,4505700
159,2008-05-29,33.1168212890625,33.49074834466589,32.157620937877496,32.92173092556317,11026212
160,2008-05-30,32.06006622314453,33.32816317531061,31.93000601501198,33.19810076209502,4023430
161,2008-06-02,30.69443130493164,32.515287810409255,30.239216076020497,31.864980025524265,4431595
162,2008-06-03,29.55640411376953,30.564376697693223,29.280023289501074,30.23922382447577,6240766
163,2008-06-04,28.645965576171875,29.735225996189758,28.46713111763662,29.42633131603792,5762089
164,2008-06-05,28.597200393676758,28.80855107707549,27.637999891574136,28.613458477797273,9721099
165,2008-06-06,28.288301467895508,29.475110563499175,27.88186044989774,28.450877875094616,6317089
166,2008-06-09,27.898117065429688,28.58093882181323,26.66253599463656,27.9631471838749,6500809
167,2008-06-10,27.703025817871094,27.930634550841127,27.068978274086273,27.637995696344074,6717902
168,2008-06-11,27.833084106445312,28.288297094188003,27.637991565936552,27.963144330062278,2586175
169,2008-06-12,28.028179168701172,28.19075557818184,26.662537770080313,27.475419817483644,3244212
170,2008-06-13,27.849348068237305,28.255789109246294,27.556709195660574,27.979408319326673,4248430
171,2008-06-16,28.824804306030273,29.263759272844013,27.995664206381747,28.093210489590444,4354615
172,2008-06-17,29.686460494995117,29.914067035436293,28.32081904726429,29.23124741411276,4736084
173,2008-06-18,29.65393829345703,30.304246027470686,29.588908181580656,29.588908181580656,5055019
174,2008-06-19,29.019901275634766,29.588918817995204,28.54843003869579,29.06867553088755,4221271
175,2008-06-20,28.353328704833984,29.37756128902385,27.979403888355996,29.263756933530498,3837789
176,2008-06-23,27.361610412597656,28.22326654729777,27.085231890401346,28.125720278547135,4516050
177,2008-06-24,26.51621437072754,27.76805336631909,26.239833645441117,27.361610215275363,5238203
178,2008-06-25,25.784618377685547,26.32111949666547,25.199343026472775,26.012224846189664,3933879
179,2008-06-26,27.247817993164062,28.418369225708695,25.93094840782237,25.93094840782237,18253250
180,2008-06-27,26.044740676879883,26.92265486964354,25.898422379780346,26.337379476162177,6821283
181,2008-06-30,25.524505615234375,26.27235761930797,24.792911694852705,26.02849297918075,4596315
182,2008-07-01,23.719892501831055,25.524490189155713,22.809464621235655,25.524490189155713,6202295
183,2008-07-02,24.760391235351562,25.020513914079466,22.972050851087097,23.736160806397145,5245963
184,2008-07-03,24.110092163085938,24.760397933277904,23.41101434216322,24.549049439999166,4726793
185,2008-07-04,24.43523597717285,24.90670704452261,23.57358203357099,23.736158415766308,4862814
186,2008-07-07,24.971744537353516,25.979719286927768,24.760396060064057,24.760396060064057,5528014
187,2008-07-08,25.70333480834961,26.337382300496248,23.085852233036757,23.085852233036757,8354280
188,2008-07-09,27.491674423217773,27.60547657241413,26.044742797732585,26.044742797732585,6860769
189,2008-07-10,28.694738388061523,29.036149235440252,26.727563700863442,27.49167358761187,7216175
190,2008-07-11,27.32909393310547,29.328782334743433,27.117743336171678,28.971115655835824,6040791
191,2008-07-14,27.345352172851562,28.320812649539523,26.66253270577823,26.66253270577823,5942149
192,2008-07-15,26.207319259643555,26.955171091790756,26.012228915442158,26.66253447294696,3693378
193,2008-07-16,25.491989135742188,26.662540276054912,25.053031906853946,26.20732496367379,6973872
194,2008-07-17,26.79259490966797,26.987687460461903,26.012229116659075,26.012229116659075,5038238
195,2008-07-18,28.288301467895508,28.515907996957527,26.483702906968695,27.280326861227586,5983177
196,2008-07-21,29.881555557250977,30.06039006998073,28.30456331556667,28.776034518156802,8754188
197,2008-07-22,31.100872039794922,31.377250585916514,29.621426416741638,29.881549087566963,12631056
198,2008-07-23,33.295654296875,33.94595988981591,31.89749683103535,32.48277230569887,12798869
199,2008-07-24,32.12509536743164,33.91343530378198,30.12540704790945,30.12540704790945,10764301
200,2008-07-25,32.19013595581055,33.230626749067305,30.97081287472875,31.783694928783284,10710381
201,2008-07-28,31.93000602722168,32.824176022453265,31.572337147095823,32.190126443586244,5533881
202,2008-07-29,30.645668029785156,31.702414975113857,30.401803350093918,31.21468561573138,5145929
203,2008-07-30,31.93000602722168,32.190126443586244,30.92203169601831,30.92203169601831,7354746
204,2008-07-31,30.808229446411133,32.48276741938698,30.40178851196309,32.48276741938698,6006517
205,2008-08-01,31.70240020751953,31.83246263248648,29.263754546575697,30.320500999651358,4699412
206,2008-08-04,31.897493362426758,32.482768773446054,31.068353380573036,31.068353380573036,4301346
207,2008-08-05,33.32817077636719,33.57203537604548,31.70240457342837,32.027557372999425,9161115
208,2008-08-06,32.482765197753906,34.51496973100309,32.255158731046606,34.51496973100309,8616591
209,2008-08-07,32.40148162841797,33.133075364521986,31.39350715441909,31.39350715441909,4809365
210,2008-08-08,31.848722457885742,32.64534630979907,31.734918105433824,32.027554718762524,4883824
211,2008-08-11,32.1413688659668,32.612840088931655,31.897504212183176,32.25517325309943,2714705
212,2008-08-12,31.588600158691406,32.51528645326326,31.34473557644443,32.352707860015215,5801276
213,2008-08-13,31.718658447265625,32.02755312486968,30.97080666643044,31.214671233762573,2754609
214,2008-08-14,30.954553604125977,31.86497964078889,30.889521282864237,31.539826854814002,2566362
215,2008-08-18,30.596881866455078,31.539823977733136,30.304245267805545,30.889518465104615,2963058
216,2008-08-19,30.027868270874023,30.726945901707083,29.410076634127957,30.548113627598763,2941144
217,2008-08-20,30.369285583496094,30.613150232681267,30.157934897818542,30.2392231142136,3319410
218,2008-08-21,30.044124603271484,30.548111849815278,29.686455665702752,30.2392149468771,4138486
219,2008-08-22,29.735219955444336,31.084604954732757,28.971112449780538,31.084604954732757,4139879
220,2008-08-25,30.060380935668945,30.466821884240503,29.84903031936177,30.466821884240503,2034227
221,2008-08-26,30.109155654907227,30.20670193228771,29.556396356529106,29.751486706206606,1489491
222,2008-08-27,29.507617950439453,30.483076176396146,29.345041579446672,30.271727776138793,4297168
223,2008-08-28,29.068662643432617,29.914058437086844,28.694735672609774,29.58890569989296,7382078
224,2008-08-29,30.271728515625,30.385532860133253,29.45884664080378,29.588906858741893,2219080
225,2008-09-01,30.255352020263672,30.386397561288017,29.649261394001503,30.20620827603802,3417069
226,2008-09-02,31.84429168701172,31.975337231399976,30.206209051425922,30.4683023619912,5030404
227,2008-09-04,31.17267608642578,31.746004191039308,30.910582794244736,31.483910898858262,2813325
228,2008-09-05,30.484678268432617,30.82867553940658,30.140680997458663,30.795913048156347,3330688
229,2008-09-08,32.090003967285156,33.384087058626505,31.778766909116385,32.1063829941035,8377948
230,2008-09-09,32.20466995239258,32.466763278481125,31.467533722524795,32.0900056497087,3737279
231,2008-09-10,31.926189422607422,32.466754964027444,31.614952427826115,32.04085369592678,3847698
232,2008-09-11,31.07439422607422,31.778767942996883,30.828682154339965,31.778767942996883,2567354
233,2008-09-12,31.385622024536133,32.23742457064724,30.877816745961752,31.28733677355587,6093354
234,2008-09-15,29.403549194335938,30.714013485320667,28.51898624227898,30.23897062419644,6770268
235,2008-09-16,29.97687530517578,30.238968590100136,27.84737097557178,28.256891038957168,4654621
236,2008-09-17,29.206974029541016,30.402771525722308,28.830214301226736,30.402771525722308,4674190
237,2008-09-18,29.141450881958008,29.714778910700716,27.044709265557145,28.830216110712488,6603710
238,2008-09-19,30.91058921813965,31.07439728207212,29.485458173211548,29.829455551827543,9821730
239,2008-09-22,30.238971710205078,33.0892334228927,29.993259646820885,31.778766863054916,4162514
240,2008-09-23,29.878589630126953,30.55020296909753,29.3216427960252,29.878589630126953,6569683
241,2008-09-24,30.566585540771484,30.894201601125697,29.583737359708852,29.976876187776185,5730103
242,2008-09-25,29.616498947143555,30.779536370128497,28.91212310588774,30.64848861692836,10926783
243,2008-09-26,29.141450881958008,29.780303891416242,28.633647833930826,29.780303891416242,4967945
244,2008-09-29,28.06032943725586,29.97688245814703,27.519761491525735,29.97688245814703,7859964
245,2008-09-30,28.109466552734375,29.157837556134595,26.53690893673968,26.53690893673968,6616439
246,2008-10-01,29.043174743652344,29.32164709059518,27.896516192385295,28.469846578913238,3743739
247,2008-10-03,29.45269775390625,29.813074159776228,28.666417717683572,29.190604408498693,4681406
248,2008-10-06,28.846599578857422,29.485450415758237,28.25689025949187,29.12507410299319,5560277
249,2008-10-07,29.796693801879883,30.435547044761396,28.830226644659174,28.830226644659174,9928258
250,2008-10-08,29.567359924316406,29.813072001260583,27.552519560300787,28.797463416297973,9985473
251,2008-10-10,29.387163162231445,30.058776446382975,27.208517521859367,29.452688143544435,9025179
252,2008-10-13,29.97687530517578,30.206206096313892,29.33802445065229,29.53459496979269,6805621
253,2008-10-14,29.256113052368164,31.09076336189882,29.026782319123825,30.140675721618024,5099383
254,2008-10-15,29.010412216186523,29.632881905701122,28.699177371429222,29.092316239637853,5495022
255,2008-10-16,27.89651107788086,28.60088688420872,27.355945510377428,28.60088688420872,6651066
256,2008-10-17,25.79976463317871,28.666404407380337,25.423004929782255,28.469836155936466,5586092
257,2008-10-20,26.094615936279297,27.126607501653787,25.27557606937312,25.898047701294516,7922965
258,2008-10-21,26.307571411132812,27.683558140697038,25.55405418105607,26.35671292148619,8047276
259,2008-10-22,24.866065979003906,26.242053055725002,24.6203539216684,26.045484742929823,5408099
260,2008-10-23,23.653884887695312,24.472925007732968,23.293506346163337,24.243594218480126,6641370
261,2008-10-24,20.590675354003906,23.260745438668636,20.312200805488047,22.933129368315235,9905588
262,2008-10-27,19.001733779907227,20.312197872067955,17.036037641666137,20.21391262079823,12878172
263,2008-10-29,21.507997512817383,22.867603108566577,19.656965664750512,21.622661786867898,13094201
264,2008-10-31,22.88398551940918,23.588361332114335,21.753710635985144,22.638273491630542,8097887
265,2008-11-03,23.588367462158203,24.21083720558014,22.769324934925045,24.178074704646765,4951148
266,2008-11-04,24.620349884033203,24.816920386380346,23.14607778179467,23.260742056673546,4515828
267,2008-11-05,23.71940803527832,25.816152109445646,23.26074422759083,25.816152109445646,6145587
268,2008-11-06,22.933130264282227,24.489308881047375,22.458087388068236,23.26074634743515,4896229
269,2008-11-07,24.718645095825195,25.45578144398072,22.605519120347957,22.769327197715853,8250147
270,2008-11-10,25.27558708190918,25.848915238541743,24.7186401741096,25.48853665137147,3775177
271,2008-11-11,24.98073959350586,26.029110891705905,24.4074112967945,25.390259805442547,8900004
272,2008-11-12,23.932350158691406,25.521288413090016,23.637496690887975,25.521288413090016,5705390
273,2008-11-14,23.850454330444336,24.898827511941583,23.555600761766126,23.719408793651493,4038880
274,2008-11-17,24.833303451538086,25.652345863419242,22.605513690128895,25.652345863419242,5361538
275,2008-11-18,23.490079879760742,24.767781742358096,23.031416020575147,24.767781742358096,6392448
276,2008-11-19,22.9167537689209,24.325503526445534,22.621897928440482,23.588367257928006,5606729
277,2008-11-20,22.67103385925293,23.09693289005528,21.704564863139893,22.933124886888763,5080395
278,2008-11-21,24.112552642822266,24.866070190634098,21.950285283325545,22.52361351421447,8350092
279,2008-11-24,24.718645095825195,25.111784037150294,23.490084515565982,24.833309416909174,5420119
280,2008-11-25,24.112552642822266,25.27559035555476,23.915984296733804,24.980736725527517,5453771
281,2008-11-26,24.653120040893555,25.02987769545841,23.670271667118413,24.374645446274982,5246053
282,2008-11-27,24.653120040893555,24.653120040893555,24.653120040893555,24.653120040893555,0
283,2008-11-28,24.259977340698242,24.73502246798089,23.293510280185668,23.915982209616182,8464961
284,2008-12-01,24.06340217590332,25.68510098242022,23.965116928462358,24.73501544133023,5733003
285,2008-12-02,23.850454330444336,24.11254762581865,23.096936939413926,23.88321682553686,5879324
286,2008-12-03,24.571212768554688,24.88244760150399,23.342652463395265,24.07978864649092,6430656
287,2008-12-04,25.750638961791992,25.881686776440787,21.786482005430948,21.786482005430948,4648185
288,2008-12-05,25.43939971923828,26.66796027667162,24.587596844035488,24.587596844035488,5338962
289,2008-12-08,25.504911422729492,26.340332683151573,24.407399134698178,26.127383167772013,11709287
290,2008-12-10,25.09540367126465,26.70072421923321,24.73502722140264,26.70072421923321,11172070
291,2008-12-11,24.81692123413086,25.53767606437759,24.423780216006804,25.53767606437759,9867592
292,2008-12-12,24.047021865844727,24.325496374121588,23.522835340307694,24.210829877351504,9847702
293,2008-12-15,24.44017219543457,24.980740221861844,24.243603821834164,24.866073670919555,5741641
294,2008-12-16,25.373882293701172,25.685117256303283,23.260755911119645,24.57122300432004,9183505
295,2008-12-17,25.341114044189453,26.04549008612624,24.669500505334067,26.04549008612624,8720755
296,2008-12-18,26.094615936279297,26.373090379742536,24.76777090753372,24.76777090753372,12640018
297,2008-12-19,27.355947494506836,27.68356355234086,26.061864510420154,26.864523407755797,10050607
298,2008-12-22,27.37233543395996,27.601666286154668,26.42224730088312,26.42224730088312,6524631
299,2008-12-23,26.81538200378418,27.634422219773523,26.618813685020008,27.192141836212546,5151765
300,2008-12-24,26.356719970703125,27.17576017423621,22.114089938970757,22.114089938970757,13318746
301,2008-12-26,26.405858993530273,27.798227207677428,25.717866620789508,27.798227207677428,5480531
302,2008-12-29,26.962812423706055,27.175762002233366,25.88167883796141,26.700719096587825,3418418
303,2008-12-30,26.91366195678711,27.355944474756072,25.91443264633791,26.89728071134597,4868199
304,2008-12-31,27.241283416748047,27.65080352558895,26.63519498873677,27.65080352558895,4396180
305,2009-01-02,27.634422302246094,28.09308615764224,27.1102378955218,28.09308615764224,3976548
306,2009-01-05,27.011951446533203,28.093084932058098,26.66795412544046,28.093084932058098,4505326
